"","MO.Open","MO.High","MO.Low","MO.Close","MO.Volume","MO.Adjusted"
"1",67.739998,68.040001,67.25,67.629997,5799500,50.367302
"2",68.169998,68.790001,67.760002,67.849998,7553000,50.531143
"3",67.970001,68.269997,67.489998,67.93,8173400,50.590733
"4",67.940002,68.32,67.779999,68.230003,4925900,50.814152
"5",68.230003,68.330002,67.860001,67.949997,4815900,50.605621
"6",68.139999,68.169998,67.550003,67.720001,5226800,50.434334
"7",67.779999,68.080002,67.540001,67.650002,5618700,50.382195
"8",67.470001,67.690002,67.279999,67.510002,5007000,50.277935
"9",67.480003,67.690002,67.279999,67.580002,4073100,50.33007
"10",67.82,68.519997,67.540001,68.480003,9012500,51.00034
"11",68.559998,69.199997,68.550003,69.160004,8063400,51.506767
"12",69.139999,69.599998,69.010002,69.550003,7853600,51.79723
"13",69.660004,70.110001,69.650002,70.010002,10188200,52.139809
"14",70.220001,70.629997,70,70.550003,6508800,52.541965
"15",70.550003,70.790001,70.400002,70.760002,6510500,52.698372
"16",71.040001,71.220001,70.769997,70.959999,6112700,52.847317
"17",71.07,71.099998,70.639999,70.849998,5969700,52.765388
"18",70.849998,71.050003,70.599998,71.029999,5915600,52.899441
"19",70.980003,71.389999,70.82,71.300003,8574700,53.10054
"20",71.330002,71.440002,70.970001,71.18,11463000,53.011158
"21",69.959999,72,68.800003,71.389999,11416300,53.167557
"22",71.660004,72.080002,71.330002,71.449997,8108500,53.212234
"23",71.489998,71.959999,71.07,71.489998,6817400,53.242035
"24",71.400002,71.800003,71.290001,71.290001,5192500,53.093082
"25",71.529999,72.269997,71.489998,72.199997,5239900,53.770798
"26",72.110001,72.589996,72.040001,72.150002,4848500,53.733559
"27",72.150002,72.550003,71.910004,72.489998,5183200,53.986782
"28",72.389999,72.580002,72.169998,72.419998,4154900,53.934643
"29",72.470001,72.589996,71.989998,72.040001,5175800,53.651649
"30",72,72.209999,71.68,71.879997,5120200,53.532475
"31",71.720001,72.269997,71.529999,72.169998,5222300,53.748463
"32",72.169998,72.709999,72.010002,72.709999,5594000,54.150616
"33",72.400002,72.980003,72.379997,72.970001,5568400,54.344246
"34",72.790001,73.730003,72.75,73.650002,5329300,54.850685
"35",73.550003,73.760002,73.290001,73.599998,4401200,54.81345
"36",73.809998,74.550003,73.690002,74.459999,4116800,55.453938
"37",74.360001,74.709999,74.260002,74.43,4960000,55.431595
"38",74.480003,74.760002,74.440002,74.589996,6320000,55.550735
"39",74.32,75.139999,74.300003,74.919998,7160900,55.796505
"40",74.980003,75.75,74.669998,75.599998,6044100,56.30294
"41",75.519997,76.040001,75.269997,75.720001,7491100,56.392319
"42",75.800003,75.800003,74.959999,75.57,6041500,56.280605
"43",75.550003,75.610001,74.959999,75.580002,5762400,56.288059
"44",75.269997,76.300003,75.269997,76.099998,6108300,56.675316
"45",75.790001,76.120003,75.559998,75.839996,4860500,56.48167
"46",75.989998,76.440002,75.900002,76.190002,5344900,56.742355
"47",76.419998,76.550003,76.129997,76.449997,6877500,56.93597
"48",75.940002,76.199997,75.389999,75.650002,6836200,56.793335
"49",75.709999,75.800003,75.139999,75.339996,8255500,56.560593
"50",75.580002,75.82,75.110001,75.669998,8470800,56.808353
"51",75.830002,75.839996,75.169998,75.300003,5706800,56.530586
"52",75.419998,75.870003,75.150002,75.160004,9947000,56.425488
"53",75.260002,75.849998,75.260002,75.580002,5793100,56.740799
"54",75.720001,76.199997,75.629997,75.93,6488000,57.003548
"55",76.07,76.379997,75.059998,75.07,7680000,56.357906
"56",73.919998,74.699997,73.540001,74.019997,10714400,55.569622
"57",73.669998,73.720001,73.029999,73.169998,11786000,54.931507
"58",72.720001,73.459999,72.440002,73.199997,6421300,54.954037
"59",72.970001,73.290001,72.839996,73.190002,5587300,54.946518
"60",73.120003,73.169998,72.779999,72.959999,4211100,54.773853
"61",72.889999,72.949997,72.050003,72.050003,7907900,54.090687
"62",72.029999,72.18,71.419998,71.419998,9146000,53.617718
"63",71.599998,71.980003,70.779999,71.620003,7508300,53.767864
"64",71.720001,71.970001,71.489998,71.949997,5218500,54.015602
"65",72.260002,72.32,71.760002,71.93,7092400,54.000591
"66",71.900002,71.900002,71.220001,71.419998,6398900,53.617718
"67",71.480003,72.199997,71.480003,71.709999,4331100,53.835434
"68",71.980003,72.029999,71.610001,71.760002,5576800,53.872982
"69",71.779999,72.300003,71.779999,72.080002,4472800,54.113201
"70",72.25,72.300003,71.910004,72.160004,5131500,54.173279
"71",71.940002,72.089996,71.279999,71.300003,5120600,53.527641
"72",71.330002,72.330002,71.330002,72.309998,4781800,54.285885
"73",72.300003,72.75,72.25,72.339996,5010500,54.308384
"74",72.279999,72.440002,72.029999,72.110001,3374300,54.135738
"75",71.559998,71.699997,71.230003,71.410004,5736800,53.610214
"76",71.349998,71.970001,71.349998,71.470001,6814900,53.655247
"77",71.889999,72.690002,71.779999,72.550003,5590200,54.466049
"78",72.540001,72.599998,72.32,72.43,6748000,54.375961
"79",72.400002,72.400002,71.470001,71.510002,7477900,53.685284
"80",71.5,71.730003,71.32,71.529999,4857300,53.700291
"81",71.400002,71.800003,71.160004,71.779999,4089900,53.887981
"82",71.75,71.800003,70.800003,70.800003,6380700,53.15226
"83",70.050003,71.589996,69.790001,70.830002,8482100,53.174786
"84",70.699997,70.919998,70.120003,70.220001,5869800,52.716839
"85",70.470001,70.870003,70.290001,70.309998,6309300,52.784397
"86",70.550003,70.949997,70.449997,70.919998,4499600,53.242344
"87",70.82,71.080002,70.650002,70.709999,4455200,53.08469
"88",70.849998,70.93,69.949997,70.290001,5170800,52.769398
"89",70.269997,70.470001,70.029999,70.309998,5205800,52.784397
"90",70.080002,70.550003,69.989998,70.480003,4073200,52.912022
"91",70.43,70.879997,70.43,70.650002,3401400,53.039646
"92",70.379997,70.800003,70.110001,70.669998,4951500,53.054665
"93",70.800003,71.459999,70.800003,70.949997,4234200,53.264858
"94",70.949997,71.230003,70.529999,70.550003,5313800,52.964577
"95",70.629997,70.849998,70.269997,70.540001,5352300,52.957062
"96",70.470001,71.129997,70.440002,70.900002,5460000,53.227329
"97",71,72.120003,71,72.040001,7974600,54.083183
"98",72.089996,72.720001,72.040001,72.129997,6492800,54.150745
"99",72.410004,72.970001,72.080002,72.849998,4759400,54.691277
"100",73.029999,74.629997,73,74.139999,7525000,55.659729
"101",74.080002,74.470001,73.900002,74.410004,5681000,55.862423
"102",74.559998,75.190002,74.32,75.07,6075000,56.357906
"103",75.239998,75.440002,74.510002,75.440002,18510100,56.635693
"104",75.080002,75.400002,74.599998,75.400002,6831500,56.605648
"105",75.330002,75.419998,74.800003,75.120003,7908900,56.395447
"106",75.139999,75.260002,74.849998,75.059998,6149400,56.350403
"107",74.879997,75.330002,74.709999,75.269997,5779300,56.508045
"108",75.199997,75.959999,75.18,75.610001,5019600,56.763309
"109",75.610001,75.660004,74.82,75.209999,5453100,56.463013
"110",75.059998,75.559998,75,75.459999,5637700,56.650696
"111",75.459999,75.550003,74.989998,75.400002,5951500,56.605648
"112",74.720001,74.989998,74.470001,74.949997,5196500,56.726753
"113",75.339996,76,75.089996,75.75,6227000,57.332249
"114",75.620003,76.480003,75.330002,76.410004,4746900,57.831783
"115",76.669998,77.290001,76.32,77.279999,9783900,58.490238
"116",77.379997,77.779999,77.199997,77.709999,4612300,58.815674
"117",77.629997,77.790001,77.290001,77.330002,3660800,58.528088
"118",77.400002,77.610001,76.839996,77.029999,4395000,58.301025
"119",76.980003,76.980003,76.389999,76.480003,4232000,57.884769
"120",76.400002,76.93,76.400002,76.489998,3876700,57.89233
"121",76.540001,77,76.419998,76.529999,3969200,57.922604
"122",76.370003,76.440002,75.190002,75.379997,5488100,57.052204
"123",75.75,76.059998,75.489998,75.839996,3377900,57.400349
"124",75.540001,75.760002,74.120003,74.400002,5467700,56.310474
"125",74.68,74.830002,74.360001,74.470001,5158000,56.363457
"126",74.709999,74.910004,74.389999,74.529999,2452300,56.408859
"127",74.510002,74.980003,74.410004,74.610001,4015200,56.469425
"128",74.349998,74.550003,74.169998,74.32,3394200,56.249935
"129",74.599998,74.620003,73.919998,74.25,3933100,56.196953
"130",74.360001,74.669998,73.449997,73.690002,4937400,55.773117
"131",73.849998,73.959999,73.279999,73.43,5513200,55.576324
"132",73.720001,74.07,73.690002,73.889999,3698400,55.924477
"133",73.860001,74,73.400002,73.480003,4004900,55.61417
"134",73.699997,74.139999,73.699997,73.93,3607300,55.95475
"135",73.779999,73.900002,73.209999,73.370003,4916400,55.530914
"136",73.239998,73.639999,73.199997,73.330002,3725100,55.500645
"137",73.419998,73.589996,73.18,73.550003,4478800,55.66716
"138",73.5,73.889999,73.269997,73.589996,4276500,55.697407
"139",73.440002,73.599998,73.220001,73.419998,4203400,55.568764
"140",73.330002,73.410004,72.639999,72.639999,6336700,54.978397
"141",73,73.07,72.169998,72.239998,7015100,54.675659
"142",72.230003,72.349998,71.690002,71.730003,10744300,54.289665
"143",71.029999,73.980003,71,73.959999,9693500,55.977459
"144",73.989998,74.169998,60.009998,66.940002,54403900,50.664295
"145",65.449997,66.160004,64.330002,64.970001,26663600,49.173283
"146",65.199997,66.629997,64.900002,65.5,16542700,49.574409
"147",65.720001,65.919998,65.019997,65.550003,19252100,49.612267
"148",65.860001,66.110001,65.379997,65.540001,13837100,49.604702
"149",65.860001,66.43,65.269997,65.519997,9553700,49.589554
"150",65.519997,66.080002,65.379997,65.989998,5962300,49.945282
"151",65.910004,66.110001,65.209999,65.379997,7102400,49.483593
"152",65.43,65.800003,65.209999,65.309998,5600000,49.430611
"153",65.150002,65.379997,64.720001,64.769997,6279500,49.021908
"154",65.080002,65.199997,64.120003,64.309998,7275600,48.673748
"155",64.370003,65.110001,64.190002,64.839996,6393800,49.074886
"156",64.919998,65.650002,64.760002,65.300003,4967300,49.423042
"157",65.18,65.580002,65.010002,65.449997,4328300,49.536568
"158",65.449997,65.550003,64.279999,64.300003,6678500,48.666183
"159",64.230003,64.589996,63.669998,63.689999,10210600,48.204487
"160",63.599998,64.57,63.34,64.389999,5065700,48.734303
"161",64.389999,64.610001,63.98,64.059998,5031600,48.484539
"162",63.950001,64.230003,63.630001,63.709999,5198700,48.219631
"163",63.810001,63.93,63.310001,63.599998,5239000,48.136379
"164",63.889999,64.559998,63.799999,64.080002,4860600,48.499676
"165",64,64.260002,63.779999,63.93,6742000,48.386147
"166",63.619999,64.389999,63.610001,63.810001,4329300,48.295319
"167",63.919998,64.199997,63.689999,64.050003,4378500,48.476974
"168",64.230003,64.239998,63.360001,63.400002,8028700,47.985008
"169",63.5,63.619999,63.029999,63.540001,6110500,48.090973
"170",63.310001,63.599998,62.549999,62.869999,8107600,47.58387
"171",62.91,63.650002,62.5,63.27,9466600,47.886612
"172",63.450001,63.549999,62.5,62.73,7027800,47.477909
"173",62.68,62.860001,62.029999,62.23,6736900,47.09948
"174",62.59,62.779999,62.439999,62.490002,7197500,47.296268
"175",62.439999,62.529999,62.110001,62.5,5887200,47.303829
"176",62.75,62.939999,62.400002,62.509998,6454100,47.311394
"177",62.119999,62.419998,61.849998,62.279999,7552400,47.640316
"178",62.330002,62.810001,61.59,62.389999,16567300,47.724464
"179",62.009998,62.630001,62.009998,62.560001,6381500,47.854504
"180",62.549999,62.57,62.169998,62.23,5610000,47.602074
"181",62.299999,62.380001,60.779999,61.220001,7026200,46.829494
"182",61.110001,61.549999,60.779999,61.5,6432100,47.043674
"183",61.549999,62.720001,61.43,62.490002,8550100,47.800964
"184",62.509998,63.849998,62.439999,63.790001,11248400,48.795372
"185",64.150002,65.169998,64.029999,64.519997,12651900,49.353783
"186",64.480003,64.519997,63.75,64.410004,8743600,49.269642
"187",64.489998,64.839996,64.040001,64.190002,8932800,49.101353
"188",64.190002,64.269997,63.290001,63.419998,7758900,48.512348
"189",63.349998,63.490002,62.799999,62.900002,7883000,48.11459
"190",62.939999,63.529999,62.93,63.369999,6400200,48.474106
"191",63.450001,63.77,63.23,63.490002,6653700,48.565895
"192",63.720001,63.939999,63.509998,63.810001,5234200,48.810677
"193",63.689999,63.779999,62.32,62.549999,9563300,47.846848
"194",62.830002,64.07,62.75,63.57,7275600,48.627094
"195",64.080002,65.129997,63.900002,65.010002,8300800,49.728607
"196",65.129997,65.239998,64.580002,64.870003,5552200,49.621517
"197",64.669998,65.489998,64.279999,65.349998,6895900,49.988682
"198",65.580002,65.900002,64.919998,65.050003,6437200,49.759201
"199",65.050003,65.489998,64.940002,65.370003,4748000,50.003986
"200",65.220001,65.400002,64.809998,64.870003,7507900,49.621517
"201",64.800003,64.989998,64.5,64.809998,5614600,49.575607
"202",64.330002,64.730003,63.880001,64.370003,6037000,49.239048
"203",64.489998,65.139999,64.480003,65,6430300,49.720959
"204",64.989998,65.160004,64.239998,64.5,4833600,49.338482
"205",64.389999,64.440002,63.580002,64.129997,7686900,49.055462
"206",64.199997,64.449997,63.389999,63.790001,7114100,48.795372
"207",64.339996,65.940002,63.709999,65.790001,8939500,50.325256
"208",65.550003,65.769997,64.760002,64.919998,6473800,49.659752
"209",64.75,64.800003,63.66,64.050003,6842300,48.994274
"210",63.990002,64.730003,63.830002,64.220001,7025400,49.124298
"211",64.559998,65.029999,64.339996,64.699997,5669200,49.49147
"212",64.57,64.75,63.349998,63.900002,8668100,48.879517
"213",64.029999,64.300003,63.630001,63.91,7290200,48.887173
"214",63.689999,63.950001,63.259998,63.450001,6319400,48.535301
"215",63.25,64.370003,63.25,64.309998,6007400,49.193146
"216",64.25,65.169998,64.120003,64.589996,5700500,49.40733
"217",64.410004,64.790001,64.120003,64.510002,3792600,49.346134
"218",64.290001,65.260002,64.290001,65.019997,4998200,49.736252
"219",65.050003,66.059998,64.860001,65.839996,8183800,50.363499
"220",65.75,66.279999,65.339996,65.730003,8154100,50.279362
"221",65.690002,65.989998,65.010002,65.260002,4572700,49.919838
"222",65.440002,66.110001,65.440002,65.879997,5205700,50.3941
"223",65.529999,66.5,65.290001,66.419998,6926800,50.807167
"224",66.260002,66.739998,65.760002,65.830002,5098700,50.355846
"225",65.860001,66.360001,65.639999,65.650002,4916400,50.218159
"226",65.730003,65.849998,65.449997,65.489998,5437700,50.095776
"227",65.599998,65.599998,65.040001,65.480003,2075600,50.088131
"228",65.410004,65.589996,64.949997,65.07,4854700,49.774498
"229",65.279999,66.5,64.5,66.400002,9686300,50.791874
"230",66.230003,68.349998,66.230003,67.370003,9229500,51.533855
"231",67.599998,68.190002,67.18,67.830002,10224500,51.885727
"232",67.959999,68.650002,66.779999,68.580002,8049500,52.459431
"233",68.650002,70.199997,68.620003,70.080002,9630900,53.606842
"234",70.269997,70.489998,69.730003,70.18,8431900,53.683323
"235",70.980003,71.779999,70.199997,71.660004,9716800,54.815434
"236",71.440002,71.57,70.849998,71.5,6043400,54.693058
"237",71.410004,71.550003,71.040001,71.540001,5270200,54.723656
"238",71.519997,71.669998,71.190002,71.650002,4400000,54.807785
"239",71.699997,72.089996,71.050003,71.720001,8366200,54.861336
"240",71.839996,72.650002,71.75,72.32,5975200,55.320297
"241",72.150002,72.669998,71.120003,71.790001,9072700,54.914879
"242",72.050003,72.349998,71.559998,71.669998,14169100,54.82309
"243",71.779999,72.779999,71.739998,72.650002,7451200,55.572739
"244",73.900002,74.379997,73.32,73.900002,8475500,56.528904
"245",73.209999,73.25,71.290001,72.599998,7400700,56.034943
"246",72.550003,72.669998,71.800003,71.940002,4170200,55.52552
"247",72.010002,72.269997,71.769997,72.139999,4807600,55.679882
"248",71.970001,72.410004,71.910004,72.080002,3839500,55.633572
"249",72.199997,72.949997,72.089996,72.43,4616800,55.903713
"250",72.410004,72.449997,71.019997,71.269997,13351300,55.008385
"251",71.290001,72.150002,71.120003,71.410004,5504400,55.116447
"252",71.510002,71.82,70.029999,70.739998,5917300,54.599323
"253",70.660004,70.949997,70.269997,70.480003,6036400,54.398647
"254",70.599998,70.800003,70.129997,70.199997,6177300,54.182522
"255",70.330002,70.550003,69.860001,70.400002,6383400,54.336895
"256",70.199997,70.540001,69.82,70.309998,6054800,54.267433
"257",70.589996,70.769997,69.400002,69.57,6269300,53.696281
"258",69.82,70.419998,68.870003,70.290001,6709900,54.25201
"259",70.309998,71.040001,70.029999,70.290001,7486300,54.25201
"260",70.209999,70.459999,69.529999,69.610001,7413600,53.72715
"261",69.839996,69.919998,68.239998,68.919998,10521000,53.19458
"262",69.120003,70.519997,68.980003,70.150002,7724500,54.143944
"263",69.989998,70.419998,69.57,70.029999,8605000,54.051315
"264",70.839996,71.68,70.629997,71.120003,8714000,54.892624
"265",71.099998,71.57,70.900002,71.279999,4987800,55.016102
