"","CCL.Open","CCL.High","CCL.Low","CCL.Close","CCL.Volume","CCL.Adjusted"
"123",65.779999,66.309998,65.779999,66.099998,2577600,60.079487
"124",66.029999,66.099998,65,65.150002,2776300,59.216022
"125",65.709999,65.989998,65.449997,65.57,2599300,59.597767
"126",65.650002,66.339996,65.239998,65.25,1773400,59.306911
"127",65.589996,66.709999,65.529999,66.540001,2514100,60.479408
"128",65.68,66.029999,65.220001,65.480003,2946600,59.515961
"129",65.769997,66.480003,65.629997,65.830002,3252200,59.834091
"130",65.809998,66.010002,65.730003,65.839996,2104200,59.843163
"131",65.5,65.82,65.07,65.75,2815700,59.761364
"132",66.099998,66.300003,65.919998,65.970001,1820600,59.961327
"133",65.980003,66.400002,65.900002,66.169998,2435300,60.143116
"134",66.099998,66.150002,65.57,65.75,1950300,59.761364
"135",66.059998,67.190002,65.739998,67.019997,2841100,60.915684
"136",66.830002,67.25,66.5,66.75,3058800,60.670292
"137",66.889999,67.099998,66.599998,66.769997,2216300,60.688461
"138",66.980003,67.800003,66.949997,67.580002,2441600,61.424698
"139",67.209999,67.559998,66.940002,67,2755800,60.897514
"140",67.129997,67.349998,66.910004,66.989998,2208800,60.888432
"141",67.620003,67.800003,67.080002,67.150002,2274400,61.033848
"142",67.260002,67.269997,66.470001,66.699997,2779000,60.624832
"143",67.349998,67.400002,65.910004,66.339996,3817700,60.297626
"144",66.269997,66.639999,66.050003,66.400002,2034400,60.352165
"145",66.949997,67.529999,66.629997,66.779999,3633800,60.697548
"146",68.169998,68.290001,67.269997,67.480003,4113800,61.333801
"147",67.910004,68,67.059998,67.5,3637000,61.351978
"148",67.110001,68.019997,67.110001,67.419998,3225400,61.27927
"149",67.5,68.269997,67.419998,67.809998,2701700,61.633739
"150",68.029999,68.120003,67.690002,68,2126300,61.806435
"151",68.050003,68.870003,67.93,68.029999,3545400,61.833702
"152",67.849998,68.540001,67.699997,68.160004,4229900,61.951855
"153",68,68.059998,67.339996,67.379997,3741100,61.242901
"154",67.589996,67.699997,67.099998,67.480003,3320400,61.333801
"155",68.25,68.480003,67.959999,68.029999,2870100,61.833702
"156",68.559998,69.239998,68.510002,68.709999,2871900,62.451767
"157",68.900002,69.160004,68.519997,68.870003,2279600,62.597195
"158",68.809998,68.82,67.440002,67.510002,2748200,61.361069
"159",67.589996,67.910004,67.199997,67.459999,2797200,61.315624
"160",67.669998,68.580002,67.519997,68.5,2442600,62.260891
"161",68.379997,68.690002,67.949997,68.290001,2501000,62.070026
"162",67.739998,68.050003,67.669998,67.720001,1888000,61.914589
"163",68.139999,68.43,67.910004,68.18,1682600,62.335159
"164",68.25,68.580002,68.019997,68.169998,1730400,62.326015
"165",68.169998,68.610001,68.169998,68.550003,1713900,62.673458
"166",67.790001,68.209999,67.5,68.110001,1978600,62.271164
"167",68.169998,68.669998,68.169998,68.540001,1411700,62.664299
"168",68.889999,69.550003,68.809998,69.480003,3060000,63.523712
"169",69.82,69.889999,69.029999,69.129997,1683200,63.20372
"170",68.769997,68.879997,65.949997,66.970001,7020200,61.228889
"171",66.410004,67.370003,66.25,66.959999,3573700,61.219746
"172",66.970001,67.190002,65.599998,65.660004,4908300,60.031189
"173",65.75,66.050003,65.07,65.57,6086200,59.94891
"174",66.93,68.029999,66.800003,67.650002,6671200,61.850605
"175",67.82,68.18,67.629997,68.18,2634900,62.335159
"176",67.910004,68.449997,67.839996,68.419998,2302800,62.554588
"177",67.900002,69.080002,67.849998,68.739998,3187200,62.847149
"178",67.269997,67.339996,65.080002,65.940002,10390500,60.287186
"179",65.5,66.089996,64.93,65.190002,4926200,59.601482
"180",65.199997,65.559998,64.639999,65.220001,3909000,59.628906
"181",65.239998,65.309998,63.939999,64.480003,3798100,58.952347
"182",64.669998,64.940002,64.199997,64.449997,3983600,58.924911
"183",64.5,64.639999,63.860001,64.330002,3513500,58.815208
"184",63.810001,64.379997,63.080002,63.5,5020400,58.056355
"185",64.959999,66.25,64.779999,65.32,6144300,59.720337
"186",65.300003,65.68,63.549999,63.68,3948200,58.220928
"187",63.119999,64.400002,63.009998,64.370003,4009000,58.85178
"188",64.339996,64.779999,63.77,64.57,3477500,59.034626
"189",64.059998,64.550003,63.91,64.43,3339200,58.906628
"190",64.209999,64.599998,63.900002,64.099998,4081600,58.604927
"191",64.5,65.419998,64.449997,65.190002,4011000,59.601482
"192",64.959999,66.169998,64.919998,65.910004,4504400,60.259766
"193",65.919998,66.160004,65.190002,65.629997,3411200,60.003754
"194",65.610001,66.480003,65.379997,66.449997,3157100,60.753475
"195",66.639999,67.379997,66.559998,67.080002,3571500,61.329464
"196",67.129997,67.419998,66.919998,67.199997,2879800,61.439171
"197",66.970001,67.440002,66.779999,66.860001,2727900,61.128311
"198",67.379997,68.019997,67,67.940002,2997800,62.115742
"199",67.639999,68.32,67.300003,68.239998,2552000,62.390018
"200",67.830002,68.5,67.82,68.129997,1877900,62.289433
"201",68.160004,68.160004,67.050003,67.459999,2605700,61.676888
"202",67.330002,67.379997,65.639999,65.790001,4742800,60.150043
"203",66.290001,66.669998,65.709999,65.879997,2640200,60.232323
"204",65.800003,66.230003,65.559998,66.099998,2142200,60.433468
"205",66.25,66.419998,65.93,66.419998,2258000,60.726028
"206",66.410004,66.669998,65.720001,65.839996,2530600,60.195755
"207",66.239998,66.879997,66.239998,66.599998,2149500,60.890614
"208",66.5,67.720001,66.019997,67.209999,2741500,61.448322
"209",67.209999,67.330002,65.989998,66.019997,2255500,60.360317
"210",66.160004,66.800003,66.059998,66.389999,2589200,60.698608
"211",66.580002,66.660004,64.150002,64.57,5136600,59.034626
"212",64.57,65.68,64.18,65.199997,5120100,59.610619
"213",65.330002,65.639999,65.209999,65.43,1719000,59.820911
"214",65.370003,66.400002,65.370003,65.669998,3233200,60.040333
"215",66.870003,67.809998,66,66.379997,3575300,60.689465
"216",65.889999,66.059998,65.160004,65.93,2530400,60.278042
"217",65.669998,66.459999,65.589996,66.18,2708700,60.506611
"218",65.790001,66.050003,63.599998,64.660004,4345200,59.116913
"219",64.459999,66.019997,64.449997,65.980003,2554300,60.323769
"220",65.93,66.330002,65.220001,66.019997,2399000,60.360317
"221",65.889999,66.18,65.419998,65.779999,2246700,60.140896
"222",66.019997,66.279999,65.68,65.82,2126400,60.177475
"223",65.790001,66.309998,65.610001,66.220001,1839200,60.54319
"224",66.290001,66.480003,65.900002,66.129997,1625600,60.460888
"225",66.75,67.309998,66.400002,67,2307600,61.256313
"226",66.699997,66.989998,66.459999,66.790001,1658500,61.477222
"227",66.669998,66.830002,66.349998,66.709999,1069600,61.40358
"228",66.760002,67.169998,66.080002,66.160004,3278300,60.897335
"229",66.370003,67.050003,66.040001,66.510002,2521300,61.219498
"230",66.510002,66.629997,65.470001,65.699997,3872900,60.47393
"231",65.419998,65.989998,64.300003,65.639999,5269900,60.418701
"232",65.32,66.089996,64.889999,66,3611800,60.750065
"233",67.080002,67.879997,66.949997,67.25,4100500,61.900631
"234",67.029999,67.110001,65.769997,65.940002,2798900,60.694839
"235",65.900002,66.580002,65.660004,66.059998,3002900,60.80529
"236",66.029999,66.43,65.870003,66.18,2314900,60.915749
"237",66.32,67.120003,66.32,66.910004,1753500,61.587685
"238",66.760002,67.089996,66.669998,67.029999,2216000,61.698128
"239",66.480003,66.879997,66.150002,66.550003,2706600,61.256321
"240",66.349998,66.760002,65.360001,65.410004,3275100,60.206997
"241",65.419998,65.769997,65.089996,65.18,2924200,59.995289
"242",64.919998,66.190002,64.669998,65.949997,5507200,60.704037
"243",66.599998,67.150002,66.190002,66.599998,4916900,61.302341
"244",67.349998,68.739998,67.080002,68.129997,6814500,62.710625
"245",68.5,69.169998,67.660004,67.699997,3206200,62.314842
"246",67.449997,67.589996,66.040001,66.339996,3719200,61.063015
"247",66.330002,66.900002,66.110001,66.349998,1816900,61.072227
"248",66.379997,66.57,65.629997,65.690002,1438800,60.464733
"249",66.160004,66.769997,66.019997,66.760002,2225500,61.449619
"250",66.93,67,66.260002,66.480003,1996900,61.191883
"251",66.900002,66.900002,66.349998,66.370003,1877000,61.090645
"252",67.220001,67.260002,66.599998,66.75,2783800,61.440411
"253",66.739998,67.129997,66.059998,66.900002,2807500,61.57848
"254",66.900002,67.110001,66.459999,66.849998,3050300,61.532452
"255",67,67.120003,66.199997,66.300003,3793500,61.026203
"256",66.220001,66.300003,65.949997,66.050003,2027100,60.796089
"257",67.129997,68.019997,66.879997,67.629997,3469900,62.250404
"258",68.190002,68.879997,67.870003,67.949997,3300600,62.544945
"259",68.830002,69.139999,68.150002,68.800003,2632400,63.327339
"260",68.980003,69.720001,68.809998,69.690002,3244000,64.146545
"261",69.400002,69.730003,68.209999,68.519997,3663900,63.069611
"262",68.559998,69.599998,68.440002,69.449997,3299300,63.925632
"263",69.559998,69.639999,68.849998,69.019997,2491000,63.529846
"264",69.330002,69.519997,68.330002,68.559998,4096700,63.106434
"265",68.589996,68.900002,68.050003,68.860001,3752600,63.382572
"266",68.730003,69.580002,68.43,68.510002,4189900,63.06041
"267",69.379997,71.489998,68.900002,71.169998,6755800,65.50882
"268",71.169998,71.330002,70.379997,70.760002,2863800,65.131439
"269",71.010002,71.669998,70.709999,71.650002,2811800,65.950638
"270",71.440002,72.099998,71.220001,71.940002,3510200,66.217567
"271",71.650002,72.699997,71.629997,71.790001,3496000,66.079506
"272",71.809998,72.169998,71.440002,71.610001,3634600,65.913818
"273",71.93,72.290001,70.93,71.110001,2658000,65.45359
"274",71,71.489998,69.75,69.949997,2577700,64.385857
"275",69.720001,70.470001,67.919998,68.040001,3518200,62.627804
"276",67.43,69.449997,66.769997,69.269997,4476000,63.759956
"277",68.610001,69.949997,68.379997,69.120003,3122300,63.621883
"278",69.589996,69.599998,66.75,66.760002,3683600,61.449619
"279",67.300003,67.620003,64.800003,67.07,5188900,61.734943
"280",67.57,68.949997,67.559998,68.769997,3146000,63.299721
"281",68.610001,69.07,68.230003,68.75,2051600,63.281326
"282",68.269997,70.07,68.089996,69.919998,2740200,64.358253
"283",69.900002,70.089996,69.190002,69.599998,2499500,64.063705
"284",69.160004,69.889999,68.550003,69.5,2286200,63.971653
"285",69.330002,69.980003,69.040001,69.449997,1869300,63.925632
"286",70.07,70.559998,69.510002,69.580002,2914000,64.045296
"287",69.239998,69.339996,68.089996,68.199997,2492600,63.183693
"288",68.43,68.779999,68.230003,68.760002,2042000,63.702518
"289",68.75,68.980003,68.5,68.639999,1643600,63.591339
"290",68.739998,68.800003,67.480003,67.489998,3027700,62.525921
"291",67.849998,68.089996,66.900002,66.910004,3182000,61.98859
"292",66.610001,67.300003,65.669998,65.980003,2797500,61.126999
"293",65.709999,65.790001,64.519997,64.970001,3749400,60.191277
"294",65.129997,65.849998,64.82,65.190002,3380800,60.3951
"295",65.599998,66.150002,65.099998,66.150002,2971900,61.284485
"296",65.839996,66.080002,65.129997,66.010002,2245900,61.154785
"297",66.449997,66.970001,66.379997,66.730003,2369400,61.821838
"298",67,67.510002,66.720001,67.470001,2700100,62.507401
"299",67.580002,67.75,67.120003,67.360001,1926700,62.405491
"300",67.709999,68.300003,67.440002,67.57,2227700,62.600044
"301",67.669998,67.730003,66.779999,66.959999,2151700,62.034908
"302",67.220001,67.330002,66.68,66.730003,2910900,61.821838
"303",66.82,67.07,66.330002,66.910004,3955300,61.98859
"304",67.169998,68,66.980003,67.629997,3477100,62.655632
"305",68.010002,68.949997,67.709999,67.849998,4205000,62.859451
"306",67.879997,68.150002,66.82,67.059998,4586300,62.127556
"307",68.720001,69.110001,65.970001,66.199997,6151000,61.330807
"308",67.349998,67.5,64.410004,64.410004,5608500,59.67247
"309",65.050003,65.830002,64.5,65.800003,4491000,60.960236
"310",66.080002,66.889999,65.260002,65.730003,4917100,60.895378
"311",65.769997,66.150002,64.25,64.639999,5391100,59.885559
"312",64.82,65.949997,64.43,65.580002,3710100,60.756409
"313",65.68,65.919998,63.650002,64.620003,4017100,59.867023
"314",64.949997,65.050003,64,64.489998,3023600,59.746578
"315",64.07,65.059998,63.779999,64.980003,3329700,60.200546
"316",65.199997,65.75,64.709999,65.510002,2331800,60.691559
"317",65.620003,65.769997,63.990002,64.510002,3312400,59.765114
"318",65.349998,65.629997,64.779999,64.860001,2250300,60.089375
"319",65.529999,65.730003,61.889999,63.099998,8879900,58.45882
"320",63.240002,64.599998,63.16,63.639999,5543300,58.959106
"321",64.040001,64.440002,63.110001,63.75,3390600,59.061008
"322",64.230003,64.400002,62.740002,62.939999,4409000,58.310589
"323",63.720001,64.300003,63.549999,64.080002,2963400,59.366745
"324",64.68,65.029999,64,64.169998,3574000,59.450123
"325",64.599998,65.339996,64.550003,65.269997,3125500,60.469208
"326",65.239998,65.5,64.900002,65.059998,4343200,60.274654
"327",64.940002,65.910004,64.940002,65.879997,3844900,61.03434
"328",65.879997,66.559998,65.809998,66.269997,3621100,61.39566
"329",66.510002,66.75,65.150002,65.540001,3303300,60.719357
"330",65.550003,66.080002,65.239998,66.07,3147400,61.210373
"331",66.400002,66.559998,64.099998,64.309998,5282400,59.579823
"332",64.370003,65.080002,63.950001,64.360001,3226400,59.626141
"333",65.010002,65.010002,63.040001,63.060001,3950600,58.421761
"334",63.240002,64.139999,62.91,64.110001,4537200,59.394535
"335",64.239998,64.43,62.68,62.849998,3822600,58.227203
"336",62.98,63.34,62.27,63.299999,4182700,58.644115
"337",63,63.810001,62.599998,63.57,2228500,58.894253
"338",63.639999,63.639999,62.580002,62.93,3319400,58.301319
"339",63.23,63.990002,62.950001,63.150002,3589400,58.505142
"340",63.5,63.970001,63.220001,63.950001,3239400,59.2463
"341",63.990002,64.580002,63.959999,64.059998,2256600,59.348202
"342",64.019997,64.449997,63.52,64.019997,2542400,59.311146
"343",64,65.18,63.779999,64.82,2552700,60.052307
"344",64.959999,65.339996,64.650002,65.18,3745000,60.385826
"345",65.279999,66,65.110001,65.459999,2920000,60.645241
"346",65.540001,65.580002,64.57,64.82,2679700,60.052307
"347",64.910004,65.010002,64.190002,64.839996,2627200,60.070835
"348",64.980003,65.510002,64.580002,64.769997,2252600,60.005989
"349",64.879997,65.370003,64.709999,65.050003,2800000,60.265396
"350",64.870003,65.330002,64.029999,64.68,3523400,59.922611
"351",64.349998,64.540001,63.709999,64.150002,3276200,59.8946
"352",64.080002,64.629997,64.07,64.25,3637600,59.987968
"353",63.689999,63.740002,62.220001,62.549999,4545400,58.400734
"354",62.66,63.099998,62.349998,62.880001,3175400,58.708847
"355",63.040001,63.200001,62.139999,62.279999,8064200,58.148643
"356",62.68,63.220001,62.610001,63.169998,3127300,58.979607
"357",63.389999,63.580002,63.040001,63.34,2827900,59.138332
"358",60.68,61.73,60.490002,60.59,11535300,56.570755
"359",60.369999,61.5,60.299999,61.450001,4817200,57.373703
"360",61.369999,61.939999,61,61.330002,4265800,57.261662
"361",61.029999,61.16,60.470001,60.939999,2878600,56.897533
"362",61,61.540001,61,61.139999,2225300,57.084263
"363",61.290001,62.459999,61.240002,62.169998,4348400,58.04594
"364",62.470001,63.889999,62.389999,63.830002,6936700,59.595825
"365",64.449997,65.419998,63.810001,64.199997,5777100,59.94128
"366",64,65.260002,63.43,65.18,5509700,60.856277
"367",64.279999,64.550003,63.98,64.449997,3603600,60.174694
"368",63.959999,64.150002,63.07,63.470001,3106800,59.259712
"369",63.919998,64,62.630001,63,3974700,58.820881
"370",62.919998,63.490002,62.18,62.400002,2829400,58.260685
"371",62.66,63.75,62.599998,63.529999,5053800,59.315727
"372",60.189999,60.509998,56.950001,58.540001,16790000,54.656742
"373",58.540001,60,58,59.759998,6526300,55.795807
"374",60.299999,60.299999,58.049999,58.07,5691400,54.217911
"375",58.099998,58.189999,56.790001,57.16,5905800,53.368279
"376",57.16,58.139999,57.07,57.310001,4986100,53.508331
"377",56.830002,57.439999,56.549999,57.150002,5315100,53.358948
"378",57.139999,57.18,56.450001,56.759998,4037400,52.994816
"379",57.07,57.150002,56.529999,56.889999,4248800,53.116188
"380",56.93,58,56.73,57.549999,4357600,53.732407
"381",57.5,58.009998,57.25,57.939999,4122700,54.096539
"382",57.529999,58.860001,57.349998,58.82,6025500,54.918163
"383",58,58.459999,57.490002,57.990002,5568900,54.14323
"384",58.310001,58.549999,58.009998,58.400002,3451500,54.526028
"385",58.02,58.619999,57.91,58.049999,3241000,54.199242
"386",58.23,58.57,57.630001,58.400002,2864300,54.526028
"387",58.32,58.860001,58.18,58.59,2398900,54.703426
"388",59.130001,59.779999,59,59.529999,4563200,55.581062
"389",59.200001,59.330002,58.740002,58.860001,3811300,54.955509
"390",58.720001,58.790001,58.09,58.139999,3348900,54.283268
"391",58.200001,58.400002,57.91,58.150002,2433500,54.292614
"392",58.48,58.490002,57.389999,57.75,4035200,53.919144
"393",57.43,57.810001,56.810001,57.77,3075600,53.937817
"394",57.419998,57.98,57.360001,57.669998,3106400,53.844444
"395",57.869999,58.380001,57.68,58.220001,3256700,54.357967
"396",58.18,59,58.029999,58.73,3241500,54.834137
"397",58.84,59.5,58.650002,59.240002,3243200,55.310307
"398",59.16,59.27,58.400002,58.619999,2499400,54.731426
"399",57.950001,59.130001,57.220001,58.849998,4946000,54.946171
"400",58.939999,59.459999,58.810001,59.049999,2644900,55.132904
"401",58.509998,58.57,58.02,58.41,2456400,54.535362
"402",58.630001,58.73,58.220001,58.689999,2708300,54.796787
"403",59.130001,59.259998,58.5,58.599998,2232100,54.712753
"404",59.09,59.59,58.849998,59.34,3606600,55.403675
"405",59.740002,60.32,59.5,59.599998,4521900,55.646423
"406",59.380001,59.57,58.700001,58.990002,3623000,55.076893
"407",58.919998,59.459999,58.599998,59.32,3590400,55.384998
"408",58.490002,59.209999,58.290001,59.200001,3590900,55.272961
"409",59.27,60.029999,59.16,59.830002,3494500,55.861168
"410",59.369999,60.639999,59.240002,60.580002,3421700,56.56142
"411",60.369999,60.860001,60.34,60.75,2674000,56.720142
"412",61,61.650002,60.810001,61.450001,3207800,57.373703
"413",61.299999,62.130001,61.130001,61.869999,4190900,57.765842
"414",60.77,61.119999,60.68,61,3340900,57.417572
"415",61.049999,61.66,61.040001,61.23,2324800,57.63406
"416",61.57,62.02,61.330002,61.700001,2647100,58.076462
"417",61.759998,61.779999,61.220001,61.740002,2923000,58.114113
"418",61.869999,62.529999,61.810001,62.310001,3879100,58.650639
"419",61.970001,62.040001,61.360001,61.580002,2068000,57.963512
"420",61.549999,61.84,61.279999,61.490002,2477800,57.878796
"421",61.209999,61.330002,60.889999,61.200001,2379100,57.605824
"422",60.970001,61.27,60.759998,60.950001,2980300,57.370506
"423",61.490002,61.959999,61.049999,61.740002,4005000,58.114113
"424",61.27,62.200001,61.200001,62.060001,2365300,58.415321
"425",62.330002,62.720001,61.98,61.990002,3134500,58.34943
"426",61.779999,62.150002,61.720001,61.860001,2268400,58.227066
"427",61.900002,62.580002,61.450001,62.529999,2517800,58.857712
"428",61.639999,62.82,61.580002,62.700001,2817500,59.017735
"429",62.790001,64.139999,62.669998,63.950001,4399700,60.194321
"430",64.260002,65.370003,64.089996,64.82,5740000,61.013226
"431",64.709999,65.980003,64.540001,65.669998,6360200,61.813305
"432",65.559998,66.370003,65.449997,66.209999,4030200,62.321598
"433",66.730003,67.290001,66.239998,66.940002,3687400,63.00872
"434",67,67.589996,66.82,67.169998,5272700,63.225216
"435",66.900002,67,65.910004,66.809998,3609300,62.88636
"436",66.839996,67.040001,66.529999,66.599998,3043900,62.688694
"437",67.150002,67.690002,66.860001,66.980003,4701500,63.046371
"438",61.889999,64.040001,61.139999,63.740002,14342300,59.996655
"439",63.759998,64.379997,63.290001,63.77,6356300,60.024895
"440",63.720001,64.769997,63.349998,63.549999,4563500,59.817818
"441",63.549999,63.91,63.119999,63.119999,3726100,59.413063
"442",63.099998,63.389999,62.540001,62.619999,3515400,58.942425
"443",62.59,62.709999,61.369999,61.689999,4576500,58.067043
"444",61.68,61.799999,60.18,60.580002,4292600,57.022243
"445",60.330002,61.119999,59.939999,61.09,3125500,57.502285
"446",60.360001,61.23,60.189999,60.52,3078000,56.965755
"447",60.52,60.630001,59.009998,59.060001,4235100,55.591503
"448",59.119999,59.139999,57.509998,57.849998,5871600,54.452564
